orginal_time,latitude,longitude,depth,magnitude,location
2013-04-27 03:17:08 UTC,27.64,92.47,10.0,4.1[ML],"59km E of Tawang, Arunachal Pradesh, India"
2013-04-27 05:16:54 UTC,27.4,92.51,10.0,4.6[ML],"65km ESE of Tawang, Arunachal Pradesh, India"
2013-04-27 06:32:02 UTC,30.1,77.81,10.0,2.7[ML],"32km SW of Dehradun, Uttarakhand, India"
2013-04-27 07:41:39 UTC,29.1,79.1,10.0,3.0[ML],"120km WSW of Pithoragarh, Uttarakhand, India"
2013-04-27 23:06:49 UTC,26.74,65.97,10.0,3.4[ML],"584km NNW of Dwarka, Gujarat, India"
2013-04-28 17:12:06 UTC,24.62,94.86,10.0,2.8[ML],"51km SE of Ukhrul, Manipur, India"
2013-04-28 18:28:14 UTC,29.55,81.38,10.0,3.7[ML],"112km E of Pithoragarh, Uttarakhand, India"
2013-04-29 00:57:12 UTC,28.86,76.87,10.0,3.1[ML],"25km E of Rohtak, Haryana, India"
2013-04-30 09:41:52 UTC,32.97,75.31,10.0,4.0[ML],"35km E of Katra, Jammu and Kashmir, India"
2013-05-01 06:57:11 UTC,33.23,75.7,19.0,5.6[ML] 5.6[Mb],"76km ENE of Katra, Jammu and Kashmir, India"
2013-05-01 07:05:39 UTC,33.5,75.67,9.0,4.3[ML],"66km SSE of Pahalgam, Jammu and Kashmir, India"
2013-05-01 07:42:55 UTC,33.9,75.54,7.0,3.3[ML],"24km ESE of Pahalgam, Jammu and Kashmir, India"
2013-05-01 07:44:54 UTC,33.21,75.89,3.0,3.4[ML],"92km ENE of Katra, Jammu and Kashmir, India"
2013-05-01 07:59:49 UTC,33.19,75.66,9.0,3.8[ML],"71km ENE of Katra, Jammu and Kashmir, India"
2013-05-01 08:42:45 UTC,32.96,75.56,12.0,3.5[ML],"58km E of Katra, Jammu and Kashmir, India"
2013-05-01 09:10:56 UTC,33.23,75.71,13.0,3.2[ML],"77km ENE of Katra, Jammu and Kashmir, India"
2013-05-01 09:19:47 UTC,33.6,75.48,7.0,4.2[ML],"48km SSE of Pahalgam, Jammu and Kashmir, India"
2013-05-01 10:10:37 UTC,33.14,75.64,16.0,3.3[ML],"68km ENE of Katra, Jammu and Kashmir, India"
2013-05-01 12:49:01 UTC,27.95,88.44,35.0,2.9[ML],"41km NW of Lachung, Sikkim, India"
2013-05-02 00:30:09 UTC,33.15,75.56,6.0,3.9[ML],"61km ENE of Katra, Jammu and Kashmir, India"
2013-05-02 03:14:36 UTC,33.19,75.75,10.0,3.1[ML],"79km ENE of Katra, Jammu and Kashmir, India"
2013-05-02 13:38:45 UTC,32.73,75.19,3.0,2.7[ML],"37km SE of Katra, Jammu and Kashmir, India"
2013-05-03 00:42:04 UTC,23.44,94.12,14.0,3.6[ML],"80km E of Champhai, Mizoram, India"
2013-05-03 01:38:14 UTC,33.28,75.88,9.0,3.6[ML],"93km ENE of Katra, Jammu and Kashmir, India"
2013-05-03 04:16:09 UTC,12.91,93.38,61.0,4.6[ML] 4.6[Mb],"58km SE of Diglipur, Andaman and Nicobar island, India"
2013-05-03 09:55:06 UTC,33.12,75.68,5.0,2.6[ML],"71km ENE of Katra, Jammu and Kashmir, India"
2013-05-03 12:09:24 UTC,33.4,75.57,5.0,2.9[ML],"72km SSE of Pahalgam, Jammu and Kashmir, India"
2013-05-03 19:30:23 UTC,32.95,75.23,7.0,2.9[ML],"28km E of Katra, Jammu and Kashmir, India"
2013-05-04 05:51:54 UTC,32.73,75.25,8.0,2.7[ML],"41km SE of Katra, Jammu and Kashmir, India"
2013-05-04 08:21:42 UTC,2.15,92.54,30.0,4.6[Mb],"560km SSW of Campbell Bay, Andaman and Nicobar island, India"
2013-05-04 21:58:45 UTC,32.8,75.96,9.0,2.5[ML],"73km NNW of Dharamshala, Himachal Pradesh, India"
2013-05-05 04:39:36 UTC,33.12,75.6,15.0,3.5[ML],"63km ENE of Katra, Jammu and Kashmir, India"
2013-05-05 04:47:34 UTC,32.91,75.45,3.0,2.9[ML],"49km E of Katra, Jammu and Kashmir, India"
2013-05-05 05:16:03 UTC,33.1,75.53,9.0,2.7[ML],"57km ENE of Katra, Jammu and Kashmir, India"
2013-05-06 07:44:26 UTC,33.17,75.91,7.0,2.5[ML],"93km ENE of Katra, Jammu and Kashmir, India"
2013-05-06 20:53:56 UTC,13.18,92.24,34.0,4.3[ML] 4.3[Mb],"80km W of Diglipur, Andaman and Nicobar island, India"
2013-05-06 22:15:44 UTC,30.84,76.57,15.0,2.6[ML],"23km WNW of Chandigarh, Chandigarh, India"
2013-05-07 00:17:17 UTC,32.82,76.21,11.0,2.5[ML],"67km N of Dharamshala, Himachal Pradesh, India"
2013-05-07 15:01:49 UTC,13.69,92.42,38.0,4.2[ML] 4.2[Mb],"77km NW of Diglipur, Andaman and Nicobar island, India"
2013-05-07 22:35:53 UTC,28.84,77.49,18.0,2.6[ML],"35km NNE of Noida, Uttar Pradesh, India"
2013-05-08 15:13:38 UTC,33.36,75.86,9.0,2.9[ML],"88km SE of Pahalgam, Jammu and Kashmir, India"
2013-05-09 08:00:04 UTC,36.8,69.8,30.0,3.9[ML],"74km WSW of Fayzabad, Afghanistan"
2013-05-09 16:24:08 UTC,27.61,63.6,33.0,4.4[ML],"688km NE of Muscat, Oman"
2013-05-09 23:43:43 UTC,32.99,75.44,13.0,2.7[ML],"47km E of Katra, Jammu and Kashmir, India"
2013-05-10 00:37:10 UTC,32.87,75.19,15.0,2.6[ML],"27km ESE of Katra, Jammu and Kashmir, India"
2013-05-10 22:11:24 UTC,24.35,91.79,24.0,3.5[ML],"37km W of Dharmanagar, Tripura, India"
2013-05-11 08:07:34 UTC,23.97,94.14,32.0,2.7[ML],"69km SSE of Moirang, Manipur, India"
2013-05-11 14:34:19 UTC,35.56,70.1,33.0,4.5[ML] 4.5[Mb],"138km NE of Kabul , Afghanistan"
2013-05-12 08:54:10 UTC,24.9,95.22,18.0,2.8[ML],"74km E of Ukhrul, Manipur, India"
2013-05-13 06:30:48 UTC,33.9,75.62,8.0,3.4[ML],"31km ESE of Pahalgam, Jammu and Kashmir, India"
2013-05-14 19:58:24 UTC,33.16,76.1,6.0,4.4[ML],"106km NNW of Dharamshala, Himachal Pradesh, India"
2013-05-14 20:00:06 UTC,33.8,75.52,10.0,4.5[ML],"30km SE of Pahalgam, Jammu and Kashmir, India"
2013-05-14 20:40:50 UTC,24.8,92.32,12.0,3.2[ML],"49km NNE of Dharmanagar, Tripura, India"
2013-05-14 21:01:43 UTC,33.1,75.72,8.0,3.8[ML],"74km E of Katra, Jammu and Kashmir, India"
2013-05-15 09:48:35 UTC,0.99,97.35,35.0,4.7[Mb],"537km WSW of Kuala Lumpur, Malaysia"
2013-05-15 10:22:14 UTC,0.83,97.31,36.0,4.9[Mb],"550km WSW of Kuala Lumpur, Malaysia"
2013-05-15 12:05:45 UTC,32.9,75.58,9.0,3.8[ML],"61km E of Katra, Jammu and Kashmir, India"
2013-05-16 03:34:16 UTC,31.37,86.6,10.0,4.0[ML],"424km NNE of Kathmandu, Nepal"
2013-05-17 06:01:58 UTC,31.25,86.34,10.0,4.3[ML],"405km NNE of Kathmandu, Nepal"
2013-05-19 07:49:21 UTC,5.94,93.78,53.0,4.5[Mb],"119km S of Campbell Bay, Andaman and Nicobar island, India"
2013-05-19 23:47:38 UTC,37.38,71.7,93.0,4.2[ML],"106km ENE of Fayzabad, Afghanistan"
2013-05-20 17:18:07 UTC,36.6,70.24,181.0,5.3[ML] 5.4[Mb],"62km SSW of Fayzabad, Afghanistan"
2013-05-22 03:20:56 UTC,22.3,95.3,10.0,3.6[ML],"79km WNW of Burma, Myanmar"
2013-05-22 23:55:49 UTC,38.48,74.1,105.0,4.8[ML],"347km ENE of Fayzabad, Afghanistan"
2013-05-23 15:24:55 UTC,24.68,94.2,33.0,4.0[ML],"30km ESE of Imphal, Manipur, India"
2013-05-26 05:40:29 UTC,23.17,93.82,18.0,2.9[ML],"59km ESE of Champhai, Mizoram, India"
2013-05-26 05:55:23 UTC,26.3,92.35,10.0,3.0[ML],"59km SW of Tezpur, Assam, India"
2013-05-26 06:08:14 UTC,39.99,67.17,18.0,6.1[ML] 6.1[Mb],"211km NW of Dushanbe, Tajikistan"
2013-05-26 14:31:40 UTC,24.2,91.59,11.0,3.0[ML],"49km NE of Agartala,Tripura,India"
2013-05-26 15:37:17 UTC,27.73,96.52,6.0,3.0[ML],"12km W of Changlang, Arunachal Pradesh, India"
2013-05-28 01:38:16 UTC,24.3,93.94,6.0,3.0[ML],"27km SE of Moirang, Manipur, India"
2013-05-28 09:36:33 UTC,20.28,94.14,10.0,3.3[ML],"258km WSW of Ywangan, Myanmar"
2013-05-28 15:03:13 UTC,27.5,92.46,19.0,3.3[ML],"58km E of Tawang, Arunachal Pradesh, India"
2013-05-29 21:09:05 UTC,28.27,87.75,25.0,3.7[ML],"110km NNW of Yuksom, Sikkim, India"
2013-05-31 02:44:23 UTC,36.63,70.62,96.0,4.3[ML],"52km S of Fayzabad, Afghanistan"
2013-05-31 04:52:34 UTC,27.33,92.67,10.0,3.6[ML],"76km N of Tezpur, Assam, India"
2013-06-01 13:28:55 UTC,22.2,88.54,16.0,4.0[ML],"45km SSE of Kolkata, India"
2013-06-02 10:57:40 UTC,36.56,69.95,158.0,4.2[ML],"80km SW of Fayzabad, Afghanistan"
2013-06-02 19:23:53 UTC,27.29,91.92,10.0,3.2[ML],"32km S of Tawang, Arunachal Pradesh, India"
2013-06-03 06:40:43 UTC,24.16,91.64,15.0,3.5[ML],"50km NE of Agartala,Tripura,India"
2013-06-04 15:14:17 UTC,26.91,96.57,30.0,3.7[ML],"92km S of Changlang, Arunachal Pradesh, India"
2013-06-04 17:34:47 UTC,32.65,76.56,9.0,4.7[ML],"52km NNE of Dharamshala, Himachal Pradesh, India"
2013-06-04 21:31:30 UTC,32.68,76.42,10.0,3.2[ML],"52km N of Dharamshala, Himachal Pradesh, India"
2013-06-04 23:05:30 UTC,36.92,70.97,79.0,4.3[ML],"42km ESE of Fayzabad, Afghanistan"
2013-06-04 23:26:27 UTC,32.63,76.16,12.0,3.4[ML],"48km NNW of Dharamshala, Himachal Pradesh, India"
2013-06-05 00:43:36 UTC,37.54,95.87,9.0,5.5[Mb],"1046km N of Pangin, Arunachal Pradesh, India"
2013-06-05 22:04:00 UTC,32.79,76.11,12.0,4.4[ML],"66km NNW of Dharamshala, Himachal Pradesh, India"
2013-06-06 11:09:46 UTC,36.53,70.11,144.0,4.4[ML],"74km SSW of Fayzabad, Afghanistan"
2013-06-06 13:03:25 UTC,10.56,91.58,24.0,4.6[ML] 4.7[Mb],"172km SW of Portblair, Andaman and Nicobar island, India"
2013-06-06 15:23:09 UTC,26.36,93.63,31.0,2.7[ML],"51km N of Dimapur, Nagaland, India"
2013-06-08 01:10:32 UTC,37.14,78.69,10.0,3.4[ML],"347km NNE of Leh, Laddakh, India"
2013-06-08 15:27:53 UTC,35.13,69.12,37.0,3.3[ML],"64km N of Kabul , Afghanistan"
2013-06-09 02:14:20 UTC,36.65,77.46,95.0,4.3[ML],"262km NNE of Kargil, Laddakh, India"
2013-06-09 11:05:47 UTC,36.12,69.49,33.0,4.1[ML],"144km SW of Fayzabad, Afghanistan"
2013-06-10 02:52:17 UTC,36.22,70.29,83.0,4.0[ML],"100km SSW of Fayzabad, Afghanistan"
2013-06-11 13:48:26 UTC,25.94,93.13,28.0,2.9[ML],"59km W of Dimapur, Nagaland, India"
2013-06-12 08:23:57 UTC,32.54,76.8,8.0,2.4[ML],"49km NW of Manali, Himachal Pradesh, India"
2013-06-12 18:09:49 UTC,36.1,69.92,37.0,4.1[ML],"124km SSW of Fayzabad, Afghanistan"
2013-06-13 18:58:42 UTC,33.72,69.19,30.0,4.0[ML],"92km S of Kabul , Afghanistan"
2013-06-15 00:10:32 UTC,24.54,93.55,7.0,3.5[ML],"23km W of Moirang, Manipur, India"
2013-06-15 08:59:31 UTC,35.4,69.52,33.0,4.1[ML],"98km NNE of Kabul , Afghanistan"
2013-06-16 00:39:21 UTC,27.56,92.41,10.0,3.7[ML],"52km E of Tawang, Arunachal Pradesh, India"
2013-06-16 20:47:05 UTC,36.59,70.77,196.0,4.8[ML] 4.8[Mb],"60km SSE of Fayzabad, Afghanistan"
2013-06-18 00:57:55 UTC,24.17,91.42,18.0,3.6[ML],"35km NNE of Agartala,Tripura,India"
2013-06-18 04:09:33 UTC,26.15,92.95,33.0,2.7[ML],"58km SSE of Tezpur, Assam, India"
2013-06-19 19:45:22 UTC,25.33,91.53,31.0,3.5[ML],"21km WNW of Cherrapunjee, Meghalaya, India"
2013-06-20 02:41:47 UTC,24.77,90.4,9.0,3.9[ML],"85km SSE of Tura, Meghalaya, India"
2013-06-20 14:59:18 UTC,23.76,94.23,12.0,3.3[ML],"94km SSE of Moirang, Manipur, India"
2013-06-20 23:23:26 UTC,34.51,69.53,47.0,3.6[ML],"30km E of Kabul , Afghanistan"
2013-06-21 20:51:56 UTC,36.84,73.2,71.0,4.7[ML] 4.7[Mb],"237km E of Fayzabad, Afghanistan"
2013-06-24 04:15:07 UTC,35.52,70.26,33.0,4.4[ML],"143km NE of Kabul , Afghanistan"
2013-06-24 08:05:24 UTC,37.59,69.43,15.0,4.4[ML] 4.5[Mb],"113km WNW of Fayzabad, Afghanistan"
2013-06-24 08:27:58 UTC,25.7,90.7,10.0,3.2[ML],"53km ENE of Tura, Meghalaya, India"
2013-06-24 15:34:51 UTC,28.71,86.53,30.0,3.5[ML],"161km NE of Kathmandu, Nepal"
2013-06-25 16:59:06 UTC,39.76,71.38,19.0,4.5[ML],"249km SE of Tashkent, Uzbekistan"
2013-06-26 04:04:34 UTC,36.42,71.5,103.0,4.5[ML],"113km SE of Fayzabad, Afghanistan"
2013-06-26 05:48:49 UTC,9.61,91.21,35.0,5.2[ML] 5.2[Mb],"278km SW of Portblair, Andaman and Nicobar island, India"
2013-06-26 09:54:42 UTC,37.35,71.87,30.0,4.3[ML],"120km ENE of Fayzabad, Afghanistan"
2013-06-27 06:20:56 UTC,30.1,80.43,8.0,3.5[ML],"61km NNE of Pithoragarh, Uttarakhand, India"
2013-06-27 13:03:38 UTC,26.96,92.29,29.0,3.0[ML],"60km NW of Tezpur, Assam, India"
2013-06-28 11:40:49 UTC,28.71,82.29,12.0,5.0[ML],"213km N of Ayodhya, Uttar Pradesh, India"
2013-06-28 15:35:55 UTC,10.82,93.7,108.0,4.6[ML] 4.7[Mb],"138km SE of Portblair, Andaman and Nicobar island, India"
2013-06-29 03:16:49 UTC,35.41,71.93,13.0,4.5[ML] 4.5[Mb],"217km NNW of Islamabad, Pakistan"
2013-06-29 15:22:25 UTC,28.54,76.31,15.0,2.6[ML],"34km WSW of Jhajjar, Haryana"
2013-06-30 02:44:19 UTC,21.99,74.83,19.0,3.3[ML],"133km SW of Indore, Madhya Pradesh, India"
2013-06-30 04:59:25 UTC,39.63,72.78,11.0,5.0[ML] 5.0[Mb],"341km NNE of Fayzabad, Afghanistan"
2013-06-30 18:07:58 UTC,39.44,72.45,26.0,4.4[ML],"308km NNE of Fayzabad, Afghanistan"
2013-07-01 09:03:08 UTC,21.83,93.17,28.0,3.1[ML],"166km SSE of Thenzawl, Mizoram, India"
2013-07-01 20:06:47 UTC,39.48,73.41,47.0,4.2[ML] 4.3[Mb],"363km NE of Fayzabad, Afghanistan"
2013-07-02 00:28:39 UTC,33.26,92.74,23.0,4.5[ML],"615km NNW of Basar, Arunachal Pradesh, India"
2013-07-02 07:37:03 UTC,4.63,96.65,13.0,6.0[Mb] 6.1[MS],"402km SE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-02 13:55:38 UTC,4.47,97.21,21.0,5.3[Mb] 5.3[MS],"461km SE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-02 15:36:44 UTC,4.69,96.68,10.0,5.2[Mb],"400km SE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-03 07:04:17 UTC,36.28,70.28,201.0,5.3[ML] 5.3[Mb],"94km SSW of Fayzabad, Afghanistan"
2013-07-03 11:31:51 UTC,36.2,69.52,15.0,4.3[ML],"135km SW of Fayzabad, Afghanistan"
2013-07-03 17:46:19 UTC,35.72,68.74,38.0,3.7[ML],"136km NNW of Kabul , Afghanistan"
2013-07-03 23:10:34 UTC,37.6,71.21,33.0,4.2[ML],"80km NE of Fayzabad, Afghanistan"
2013-07-04 19:47:54 UTC,23.1,94.32,15.0,3.6[ML],"108km ESE of Champhai, Mizoram, India"
2013-07-04 23:42:04 UTC,25.5,93.94,10.0,3.9[ML],"25km SW of Kohima, Nagaland, India"
2013-07-05 15:32:02 UTC,36.55,70.49,211.0,4.1[ML],"61km S of Fayzabad, Afghanistan"
2013-07-05 16:54:38 UTC,2.48,98.81,17.0,4.6[Mb],"327km WSW of Kuala Lumpur, Malaysia"
2013-07-05 19:58:33 UTC,30.61,77.85,26.0,2.9[ML],"37km NNW of Dehradun, Uttarakhand, India"
2013-07-06 01:31:43 UTC,38.53,69.3,33.0,4.4[ML],"44km E of Dushanbe, Tajikistan"
2013-07-06 10:24:36 UTC,36.39,71.39,15.0,4.1[ML],"108km SE of Fayzabad, Afghanistan"
2013-07-06 10:45:00 UTC,33.97,77.4,10.0,3.7[ML],"26km SW of Leh, Laddakh, India"
2013-07-07 14:59:55 UTC,24.73,95.17,20.0,3.5[ML],"73km ESE of Ukhrul, Manipur, India"
2013-07-07 15:41:29 UTC,26.32,93.33,34.0,3.6[ML],"60km NW of Dimapur, Nagaland, India"
2013-07-08 03:44:25 UTC,24.16,91.34,28.0,4.1[ML],"31km NNE of Agartala,Tripura,India"
2013-07-08 05:55:26 UTC,23.42,93.83,39.0,3.1[ML],"51km E of Champhai, Mizoram, India"
2013-07-08 08:45:14 UTC,28.35,76.79,10.0,2.0[ML],"26km WSW of Gurugram, Haryana, India"
2013-07-09 01:05:40 UTC,2.26,96.37,32.0,4.7[Mb],"594km SSE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-09 13:49:15 UTC,32.76,78.42,15.0,5.0[ML],"52km W of Hanley, Jammu & Kashmir, India"
2013-07-09 20:51:38 UTC,38.8,72.17,38.0,4.4[ML],"236km NE of Fayzabad, Afghanistan"
2013-07-11 07:16:19 UTC,1.39,99.46,10.0,4.9[Mb],"314km SW of Kuala Lumpur, Malaysia"
2013-07-11 07:49:07 UTC,26.34,93.51,15.0,3.3[ML],"52km NNW of Dimapur, Nagaland, India"
2013-07-11 16:01:35 UTC,30.41,79.6,12.0,3.0[ML],"16km SSE of Joshimath, Uttarakhand , India"
2013-07-11 18:48:12 UTC,28.95,95.85,10.0,4.0[ML],"106km NNE of Pangin, Arunachal Pradesh, India"
2013-07-11 19:39:50 UTC,33.8,75.52,10.0,3.9[ML],"30km SE of Pahalgam, Jammu and Kashmir, India"
2013-07-12 07:01:29 UTC,26.34,90.77,11.0,3.7[ML],"98km WNW of Guwahati, Assam, India"
2013-07-12 09:43:15 UTC,26.21,92.2,20.0,3.5[ML],"46km E of Guwahati, Assam, India"
2013-07-12 12:27:32 UTC,36.51,70.7,212.0,4.3[ML],"67km SSE of Fayzabad, Afghanistan"
2013-07-13 17:49:34 UTC,32.36,76.29,13.0,4.5[ML],"16km NNW of Dharamshala, Himachal Pradesh, India"
2013-07-13 19:27:00 UTC,28.34,94.92,10.0,3.5[ML],"41km WNW of Pangin, Arunachal Pradesh, India"
2013-07-14 00:01:58 UTC,36.53,70.65,99.0,4.5[ML],"64km S of Fayzabad, Afghanistan"
2013-07-14 14:38:34 UTC,36.4,68.76,15.0,4.5[ML],"177km WSW of Fayzabad, Afghanistan"
2013-07-15 08:16:11 UTC,22.78,94.33,20.0,3.6[ML],"127km SE of Champhai, Mizoram, India"
2013-07-15 17:49:03 UTC,33.4,76.24,10.0,4.5[ML],"109km SE of Pahalgam, Jammu and Kashmir, India"
2013-07-15 19:39:45 UTC,28.33,87.65,34.0,4.7[ML],"120km NNW of Yuksom, Sikkim, India"
2013-07-16 23:41:13 UTC,5.4,98.1,29.0,5.4[Mb],"470km WNW of Kuala Lumpur, Malaysia"
2013-07-17 17:06:08 UTC,27.58,92.43,10.0,3.6[ML],"54km E of Tawang, Arunachal Pradesh, India"
2013-07-18 08:05:10 UTC,33.72,73.86,10.0,3.1[ML],"57km NW of Rajouri, Jammu and Kashmir"
2013-07-18 12:55:33 UTC,28.84,76.93,15.0,3.0[ML],"32km E of Rohtak, Haryana, India"
2013-07-19 01:53:53 UTC,19.33,94.63,57.0,3.7[ML],"277km SW of Ywangan, Myanmar"
2013-07-20 09:14:15 UTC,22.15,94.24,22.0,4.4[ML],"172km SSE of Champhai, Mizoram, India"
2013-07-20 22:13:15 UTC,36.76,71.16,192.0,4.7[ML],"66km SE of Fayzabad, Afghanistan"
2013-07-21 18:41:48 UTC,24.12,93.5,30.0,3.2[ML],"39km NE of Ngopa, Mizoram, India"
2013-07-22 06:13:17 UTC,22.96,94.23,15.0,3.2[ML],"107km ESE of Champhai, Mizoram, India"
2013-07-22 09:07:17 UTC,33.7,75.32,10.0,3.8[ML],"35km S of Pahalgam, Jammu and Kashmir, India"
2013-07-24 23:43:46 UTC,37.98,72.91,15.0,4.5[ML],"229km ENE of Fayzabad, Afghanistan"
2013-07-26 01:29:49 UTC,20.33,71.7,20.0,2.9[ML],"150km SW of Surat, Gujarat, India"
2013-07-26 16:13:57 UTC,36.46,69.72,119.0,4.5[ML],"102km SW of Fayzabad, Afghanistan"
2013-07-27 22:22:41 UTC,36.5,70.71,15.0,3.9[ML],"68km SSE of Fayzabad, Afghanistan"
2013-07-28 05:47:07 UTC,28.72,76.92,12.0,2.1[ML],"28km ENE of Jhajjar, Haryana"
2013-07-29 01:43:30 UTC,4.93,95.0,51.0,4.6[Mb],"260km SSE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-29 08:07:57 UTC,36.45,70.27,176.0,5.5[ML] 5.6[Mb],"76km SSW of Fayzabad, Afghanistan"
2013-07-29 13:07:03 UTC,23.64,70.42,15.0,3.5[ML],"153km NNW of Rajkot, Gujarat, India"
2013-07-29 14:53:31 UTC,24.63,62.43,10.0,4.5[ML] 4.6[Mb],"426km ENE of Muscat, Oman"
2013-07-29 21:33:30 UTC,36.95,71.9,200.0,4.7[ML] 4.7[Mb],"121km E of Fayzabad, Afghanistan"
2013-07-29 22:22:43 UTC,7.69,94.7,13.0,4.5[ML] 4.6[Mb],"116km NE of Campbell Bay, Andaman and Nicobar island, India"
2013-07-30 18:09:14 UTC,33.17,75.38,11.0,3.9[ML],"46km ENE of Katra, Jammu and Kashmir, India"
2013-08-01 05:11:07 UTC,32.1,70.72,10.0,4.2[ML],"279km SW of Islamabad, Pakistan"
2013-08-02 02:32:45 UTC,33.39,75.65,10.0,5.4[ML],"76km SSE of Pahalgam, Jammu and Kashmir, India"
2013-08-02 12:04:27 UTC,24.0,94.69,18.0,5.0[ML],"105km SSE of Ukhrul, Manipur, India"
2013-08-02 18:49:43 UTC,33.23,75.84,9.0,2.9[ML],"88km ENE of Katra, Jammu and Kashmir, India"
2013-08-02 20:42:24 UTC,29.25,88.84,10.0,3.2[ML],"173km N of Lachung, Sikkim, India"
2013-08-02 21:37:39 UTC,33.63,75.75,20.0,5.1[ML],"58km SE of Pahalgam, Jammu and Kashmir, India"
2013-08-02 22:42:01 UTC,33.67,75.93,10.0,3.6[ML],"68km ESE of Pahalgam, Jammu and Kashmir, India"
2013-08-03 09:31:03 UTC,33.56,75.67,10.0,3.3[ML],"60km SSE of Pahalgam, Jammu and Kashmir, India"
2013-08-05 07:27:04 UTC,27.2,70.76,10.0,4.1[ML],"249km WNW of Jodhpur, Rajasthan, India"
2013-08-05 13:57:45 UTC,33.35,76.7,10.0,4.3[ML],"106km SSW of Alchi(Leh),Jammu & Kashmir,India"
2013-08-05 14:37:35 UTC,29.1,70.12,10.0,4.1[ML],"333km WNW of Bikaner, Rajasthan, India"
2013-08-05 14:45:58 UTC,33.31,76.1,15.0,3.9[ML],"107km SE of Pahalgam, Jammu and Kashmir, India"
2013-08-06 15:31:26 UTC,31.32,86.5,10.0,4.0[ML],"416km NNE of Kathmandu, Nepal"
2013-08-06 16:14:00 UTC,31.4,86.36,15.0,3.6[ML],"421km NNE of Kathmandu, Nepal"
2013-08-07 05:14:53 UTC,1.59,98.68,30.0,4.8[Mb],"375km WSW of Kuala Lumpur, Malaysia"
2013-08-07 23:59:21 UTC,20.49,93.71,10.0,4.0[ML],"280km SW of Burma, Myanmar"
2013-08-08 21:17:25 UTC,33.63,75.31,10.0,4.1[ML],"42km S of Pahalgam, Jammu and Kashmir, India"
2013-08-09 01:32:16 UTC,30.68,65.9,10.0,4.1[ML],"530km SW of Kabul , Afghanistan"
2013-08-10 09:13:46 UTC,28.93,76.71,14.0,2.4[ML],"10km ENE of Rohtak, Haryana, India"
2013-08-10 16:28:27 UTC,36.33,70.35,102.0,4.2[ML],"87km S of Fayzabad, Afghanistan"
2013-08-10 16:36:46 UTC,36.22,70.97,82.0,3.9[ML],"104km SSE of Fayzabad, Afghanistan"
2013-08-11 08:24:14 UTC,24.85,91.86,17.0,3.6[ML],"48km SSE of Cherrapunjee, Meghalaya, India"
2013-08-11 12:39:59 UTC,30.54,98.36,8.0,4.8[ML] 4.7[Mb],"353km NNE of Changlang, Arunachal Pradesh, India"
2013-08-11 21:23:38 UTC,30.23,98.14,9.0,4.6[ML],"312km NNE of Changlang, Arunachal Pradesh, India"
2013-08-12 01:33:59 UTC,30.19,97.9,10.0,4.5[ML],"298km NNE of Changlang, Arunachal Pradesh, India"
2013-08-12 02:58:50 UTC,30.13,97.61,10.0,4.2[ML],"281km NNE of Changlang, Arunachal Pradesh, India"
2013-08-12 08:09:37 UTC,30.61,97.82,10.0,4.8[ML],"338km NNE of Changlang, Arunachal Pradesh, India"
2013-08-12 21:18:38 UTC,16.96,72.79,10.0,2.8[ML],"157km W of Kolhapur, Maharashtra, India"
2013-08-13 01:43:03 UTC,33.57,67.5,14.0,4.3[ML],"191km SW of Kabul , Afghanistan"
2013-08-13 14:25:34 UTC,30.21,98.58,41.0,4.3[ML],"332km NE of Changlang, Arunachal Pradesh, India"
2013-08-13 21:25:37 UTC,26.25,95.69,26.0,3.7[ML],"117km E of Mokokchung, Nagaland, India"
2013-08-14 07:37:31 UTC,33.64,75.9,23.0,3.4[ML],"68km SE of Pahalgam, Jammu and Kashmir, India"
2013-08-15 04:04:57 UTC,22.96,93.84,10.0,3.1[ML],"76km SE of Champhai, Mizoram, India"
2013-08-15 16:51:34 UTC,11.3,95.5,38.0,4.4[Mb],"304km E of Portblair, Andaman and Nicobar island, India"
2013-08-17 04:24:08 UTC,5.65,94.83,66.0,5.2[Mb],"182km SE of Campbell Bay, Andaman and Nicobar island, India"
2013-08-17 10:24:28 UTC,24.19,91.39,26.0,3.0[ML],"36km NNE of Agartala,Tripura,India"
2013-08-17 14:41:12 UTC,11.33,93.34,9.0,4.9[Mb],"74km ESE of Portblair, Andaman and Nicobar island, India"
2013-08-18 11:00:41 UTC,27.34,88.49,10.0,3.0[ML],"11km W of Gangtok, Sikkim, India"
2013-08-18 11:12:20 UTC,26.45,93.13,33.0,3.2[ML],"40km ESE of Tezpur, Assam, India"
2013-08-18 16:38:08 UTC,31.76,98.95,49.0,4.8[ML] 4.9[Mb],"499km NNE of Changlang, Arunachal Pradesh, India"
2013-08-18 17:58:55 UTC,23.88,94.14,39.0,3.0[ML],"78km SSE of Moirang, Manipur, India"
2013-08-18 18:10:40 UTC,23.28,93.47,31.0,2.8[ML],"24km SE of Champhai, Mizoram, India"
2013-08-18 23:53:27 UTC,33.35,75.95,9.0,4.7[ML],"94km SE of Pahalgam, Jammu and Kashmir, India"
